date,city,group,twin_pair,daily_sales
2025-01-15,Austin,Test,Austin / Denver,7972.92
2025-01-16,Austin,Test,Austin / Denver,7559.53
2025-01-17,Austin,Test,Austin / Denver,7901.23
2025-01-18,Austin,Test,Austin / Denver,8829.33
2025-01-19,Austin,Test,Austin / Denver,8903.06
2025-01-20,Austin,Test,Austin / Denver,7413.64
2025-01-21,Austin,Test,Austin / Denver,7607.23
2025-01-22,Austin,Test,Austin / Denver,7482.17
2025-01-23,Austin,Test,Austin / Denver,7639.1
2025-01-24,Austin,Test,Austin / Denver,8375.32
2025-01-25,Austin,Test,Austin / Denver,8935.63
2025-01-26,Austin,Test,Austin / Denver,10216.11
2025-01-27,Austin,Test,Austin / Denver,8259.77
2025-01-28,Austin,Test,Austin / Denver,8179.6
2025-01-29,Austin,Test,Austin / Denver,7842.75
2025-01-30,Austin,Test,Austin / Denver,8417.0
2025-01-31,Austin,Test,Austin / Denver,7999.58
2025-02-01,Austin,Test,Austin / Denver,9508.37
2025-02-02,Austin,Test,Austin / Denver,10391.74
2025-02-03,Austin,Test,Austin / Denver,8257.57
2025-02-04,Austin,Test,Austin / Denver,8724.33
2025-02-05,Austin,Test,Austin / Denver,8107.28
2025-02-06,Austin,Test,Austin / Denver,8372.87
2025-02-07,Austin,Test,Austin / Denver,9037.01
2025-02-08,Austin,Test,Austin / Denver,9465.3
2025-02-09,Austin,Test,Austin / Denver,10351.99
2025-02-10,Austin,Test,Austin / Denver,8763.62
2025-02-11,Austin,Test,Austin / Denver,8352.68
2025-02-12,Austin,Test,Austin / Denver,8804.89
2025-02-13,Austin,Test,Austin / Denver,8958.29
2025-02-14,Austin,Test,Austin / Denver,9630.23
2025-02-15,Austin,Test,Austin / Denver,9373.05
2025-02-16,Austin,Test,Austin / Denver,9703.49
2025-02-17,Austin,Test,Austin / Denver,8672.04
2025-02-18,Austin,Test,Austin / Denver,8768.61
2025-02-19,Austin,Test,Austin / Denver,9048.18
2025-02-20,Austin,Test,Austin / Denver,8929.73
2025-02-21,Austin,Test,Austin / Denver,8437.03
2025-02-22,Austin,Test,Austin / Denver,10309.61
2025-02-23,Austin,Test,Austin / Denver,10427.65
2025-02-24,Austin,Test,Austin / Denver,9212.54
2025-02-25,Austin,Test,Austin / Denver,9432.8
2025-02-26,Austin,Test,Austin / Denver,9384.55
2025-02-27,Austin,Test,Austin / Denver,9291.76
2025-02-28,Austin,Test,Austin / Denver,9145.09
2025-03-01,Austin,Test,Austin / Denver,9862.12
2025-03-02,Austin,Test,Austin / Denver,10632.83
2025-03-03,Austin,Test,Austin / Denver,9359.35
2025-03-04,Austin,Test,Austin / Denver,9421.09
2025-03-05,Austin,Test,Austin / Denver,8918.72
2025-03-06,Austin,Test,Austin / Denver,9026.92
2025-03-07,Austin,Test,Austin / Denver,9813.76
2025-03-08,Austin,Test,Austin / Denver,10706.31
2025-03-09,Austin,Test,Austin / Denver,10998.82
2025-03-10,Austin,Test,Austin / Denver,9575.46
2025-03-11,Austin,Test,Austin / Denver,9616.33
2025-03-12,Austin,Test,Austin / Denver,9974.78
2025-03-13,Austin,Test,Austin / Denver,9506.33
2025-03-14,Austin,Test,Austin / Denver,9761.23
2025-03-15,Austin,Test,Austin / Denver,10841.5
2025-03-16,Austin,Test,Austin / Denver,10892.0
2025-03-17,Austin,Test,Austin / Denver,9741.68
2025-03-18,Austin,Test,Austin / Denver,9968.51
2025-03-19,Austin,Test,Austin / Denver,9764.09
2025-03-20,Austin,Test,Austin / Denver,10412.09
2025-03-21,Austin,Test,Austin / Denver,9700.39
2025-03-22,Austin,Test,Austin / Denver,11224.02
2025-03-23,Austin,Test,Austin / Denver,11176.44
2025-03-24,Austin,Test,Austin / Denver,10642.68
2025-03-25,Austin,Test,Austin / Denver,10245.9
2025-03-26,Austin,Test,Austin / Denver,10579.08
2025-03-27,Austin,Test,Austin / Denver,9738.76
2025-03-28,Austin,Test,Austin / Denver,10392.88
2025-03-29,Austin,Test,Austin / Denver,11886.43
2025-03-30,Austin,Test,Austin / Denver,11644.42
2025-03-31,Austin,Test,Austin / Denver,10794.0
2025-04-01,Austin,Test,Austin / Denver,10280.4
2025-04-02,Austin,Test,Austin / Denver,10994.98
2025-04-03,Austin,Test,Austin / Denver,11346.46
2025-04-04,Austin,Test,Austin / Denver,10454.85
2025-04-05,Austin,Test,Austin / Denver,11700.78
2025-04-06,Austin,Test,Austin / Denver,12405.1
2025-04-07,Austin,Test,Austin / Denver,11253.82
2025-04-08,Austin,Test,Austin / Denver,10557.34
2025-04-09,Austin,Test,Austin / Denver,10632.47
2025-04-10,Austin,Test,Austin / Denver,10719.92
2025-04-11,Austin,Test,Austin / Denver,10386.79
2025-04-12,Austin,Test,Austin / Denver,11809.42
2025-04-13,Austin,Test,Austin / Denver,11817.88
2025-04-14,Austin,Test,Austin / Denver,10703.75
2025-04-15,Austin,Test,Austin / Denver,10998.25
2025-04-16,Austin,Test,Austin / Denver,11130.03
2025-04-17,Austin,Test,Austin / Denver,11628.13
2025-04-18,Austin,Test,Austin / Denver,10773.18
2025-04-19,Austin,Test,Austin / Denver,12738.98
2025-04-20,Austin,Test,Austin / Denver,12356.16
2025-04-21,Austin,Test,Austin / Denver,11215.03
2025-04-22,Austin,Test,Austin / Denver,11504.52
2025-04-23,Austin,Test,Austin / Denver,10911.06
2025-04-24,Austin,Test,Austin / Denver,11473.21
2025-04-25,Austin,Test,Austin / Denver,11432.66
2025-04-26,Austin,Test,Austin / Denver,12816.46
2025-04-27,Austin,Test,Austin / Denver,12779.66
2025-04-28,Austin,Test,Austin / Denver,12336.81
2025-04-29,Austin,Test,Austin / Denver,11287.88
2025-04-30,Austin,Test,Austin / Denver,11358.52
2025-05-01,Austin,Test,Austin / Denver,11359.16
2025-05-02,Austin,Test,Austin / Denver,11415.35
2025-05-03,Austin,Test,Austin / Denver,12653.8
2025-05-04,Austin,Test,Austin / Denver,13324.76
2025-05-05,Austin,Test,Austin / Denver,12202.09
2025-05-06,Austin,Test,Austin / Denver,11536.05
2025-05-07,Austin,Test,Austin / Denver,11474.96
2025-05-08,Austin,Test,Austin / Denver,11961.33
2025-05-09,Austin,Test,Austin / Denver,11632.67
2025-05-10,Austin,Test,Austin / Denver,13311.64
2025-05-11,Austin,Test,Austin / Denver,13189.85
2025-05-12,Austin,Test,Austin / Denver,11381.58
2025-05-13,Austin,Test,Austin / Denver,12481.52
2025-05-14,Austin,Test,Austin / Denver,12595.78
2025-05-15,Austin,Test,Austin / Denver,11779.6
2025-05-16,Austin,Test,Austin / Denver,11884.76
2025-05-17,Austin,Test,Austin / Denver,13381.39
2025-05-18,Austin,Test,Austin / Denver,13423.8
2025-05-19,Austin,Test,Austin / Denver,12327.12
2025-05-20,Austin,Test,Austin / Denver,12824.6
2025-05-21,Austin,Test,Austin / Denver,12082.98
2025-05-22,Austin,Test,Austin / Denver,11888.88
2025-05-23,Austin,Test,Austin / Denver,11708.37
2025-05-24,Austin,Test,Austin / Denver,13192.64
2025-05-25,Austin,Test,Austin / Denver,13458.67
2025-05-26,Austin,Test,Austin / Denver,13834.62
2025-05-27,Austin,Test,Austin / Denver,12096.09
2025-05-28,Austin,Test,Austin / Denver,12375.77
2025-05-29,Austin,Test,Austin / Denver,12311.34
2025-05-30,Austin,Test,Austin / Denver,12752.11
2025-05-31,Austin,Test,Austin / Denver,14474.14
2025-06-01,Austin,Test,Austin / Denver,13421.89
2025-06-02,Austin,Test,Austin / Denver,12218.81
2025-06-03,Austin,Test,Austin / Denver,12772.43
2025-06-04,Austin,Test,Austin / Denver,12661.92
2025-06-05,Austin,Test,Austin / Denver,13085.33
2025-06-06,Austin,Test,Austin / Denver,12658.5
2025-06-07,Austin,Test,Austin / Denver,13577.95
2025-06-08,Austin,Test,Austin / Denver,13924.43
2025-06-09,Austin,Test,Austin / Denver,12884.16
2025-06-10,Austin,Test,Austin / Denver,12796.12
2025-06-11,Austin,Test,Austin / Denver,12698.74
2025-06-12,Austin,Test,Austin / Denver,12906.2
2025-06-13,Austin,Test,Austin / Denver,12953.2
2025-06-14,Austin,Test,Austin / Denver,14273.19
2025-06-15,Austin,Test,Austin / Denver,14026.39
2025-06-16,Austin,Test,Austin / Denver,12515.16
2025-06-17,Austin,Test,Austin / Denver,12633.72
2025-06-18,Austin,Test,Austin / Denver,13012.78
2025-06-19,Austin,Test,Austin / Denver,12312.11
2025-06-20,Austin,Test,Austin / Denver,12734.02
2025-06-21,Austin,Test,Austin / Denver,13708.66
2025-06-22,Austin,Test,Austin / Denver,13862.15
2025-06-23,Austin,Test,Austin / Denver,13069.72
2025-06-24,Austin,Test,Austin / Denver,12693.72
2025-06-25,Austin,Test,Austin / Denver,12647.07
2025-06-26,Austin,Test,Austin / Denver,12158.26
2025-06-27,Austin,Test,Austin / Denver,12898.2
2025-06-28,Austin,Test,Austin / Denver,14100.15
2025-06-29,Austin,Test,Austin / Denver,14632.99
2025-06-30,Austin,Test,Austin / Denver,12534.17
2025-07-01,Austin,Test,Austin / Denver,12719.06
2025-07-02,Austin,Test,Austin / Denver,12729.51
2025-07-03,Austin,Test,Austin / Denver,13193.63
2025-07-04,Austin,Test,Austin / Denver,13746.88
2025-07-05,Austin,Test,Austin / Denver,13971.03
2025-07-06,Austin,Test,Austin / Denver,14083.7
2025-07-07,Austin,Test,Austin / Denver,12698.25
2025-07-08,Austin,Test,Austin / Denver,12473.11
2025-07-09,Austin,Test,Austin / Denver,12693.15
2025-07-10,Austin,Test,Austin / Denver,12996.29
2025-07-11,Austin,Test,Austin / Denver,12255.98
2025-07-12,Austin,Test,Austin / Denver,13890.99
2025-07-13,Austin,Test,Austin / Denver,13593.04
2025-07-14,Austin,Test,Austin / Denver,13014.43
2025-07-15,Austin,Test,Austin / Denver,12055.59
2025-07-16,Austin,Test,Austin / Denver,12385.09
2025-07-17,Austin,Test,Austin / Denver,12704.2
2025-07-18,Austin,Test,Austin / Denver,13111.05
2025-07-19,Austin,Test,Austin / Denver,13765.51
2025-07-20,Austin,Test,Austin / Denver,13584.09
2025-07-21,Austin,Test,Austin / Denver,13191.19
2025-07-22,Austin,Test,Austin / Denver,12014.84
2025-07-23,Austin,Test,Austin / Denver,11740.42
2025-07-24,Austin,Test,Austin / Denver,12651.86
2025-07-25,Austin,Test,Austin / Denver,12309.49
2025-07-26,Austin,Test,Austin / Denver,13349.64
2025-07-27,Austin,Test,Austin / Denver,13941.38
2025-07-28,Austin,Test,Austin / Denver,12529.7
2025-07-29,Austin,Test,Austin / Denver,12232.37
2025-07-30,Austin,Test,Austin / Denver,11966.66
2025-07-31,Austin,Test,Austin / Denver,12704.64
2025-08-01,Austin,Test,Austin / Denver,12610.9
2025-08-02,Austin,Test,Austin / Denver,13567.23
2025-08-03,Austin,Test,Austin / Denver,14231.44
2025-08-04,Austin,Test,Austin / Denver,11958.32
2025-08-05,Austin,Test,Austin / Denver,11781.23
2025-08-06,Austin,Test,Austin / Denver,12054.89
2025-08-07,Austin,Test,Austin / Denver,12262.59
2025-08-08,Austin,Test,Austin / Denver,12344.8
2025-08-09,Austin,Test,Austin / Denver,13390.88
2025-08-10,Austin,Test,Austin / Denver,13578.83
2025-08-11,Austin,Test,Austin / Denver,11762.49
2025-08-12,Austin,Test,Austin / Denver,12685.39
2025-08-13,Austin,Test,Austin / Denver,12130.5
2025-08-14,Austin,Test,Austin / Denver,12529.12
2025-08-15,Austin,Test,Austin / Denver,12236.5
2025-08-16,Austin,Test,Austin / Denver,13489.54
2025-08-17,Austin,Test,Austin / Denver,13506.9
2025-08-18,Austin,Test,Austin / Denver,12206.66
2025-08-19,Austin,Test,Austin / Denver,12252.08
2025-08-20,Austin,Test,Austin / Denver,12469.19
2025-08-21,Austin,Test,Austin / Denver,12049.33
2025-08-22,Austin,Test,Austin / Denver,12204.97
2025-08-23,Austin,Test,Austin / Denver,13136.41
2025-08-24,Austin,Test,Austin / Denver,13647.58
2025-08-25,Austin,Test,Austin / Denver,11647.26
2025-08-26,Austin,Test,Austin / Denver,12489.54
2025-08-27,Austin,Test,Austin / Denver,11820.13
2025-08-28,Austin,Test,Austin / Denver,11308.14
2025-08-29,Austin,Test,Austin / Denver,11828.26
2025-08-30,Austin,Test,Austin / Denver,12754.36
2025-08-31,Austin,Test,Austin / Denver,13261.04
2025-09-01,Austin,Test,Austin / Denver,12427.3
2025-09-02,Austin,Test,Austin / Denver,11523.26
2025-09-03,Austin,Test,Austin / Denver,10991.62
2025-09-04,Austin,Test,Austin / Denver,11468.02
2025-09-05,Austin,Test,Austin / Denver,10751.19
2025-09-06,Austin,Test,Austin / Denver,12253.25
2025-09-07,Austin,Test,Austin / Denver,13046.69
2025-09-08,Austin,Test,Austin / Denver,11793.38
2025-09-09,Austin,Test,Austin / Denver,11639.94
2025-09-10,Austin,Test,Austin / Denver,11125.17
2025-09-11,Austin,Test,Austin / Denver,11419.4
2025-09-12,Austin,Test,Austin / Denver,11407.24
2025-09-13,Austin,Test,Austin / Denver,12210.39
2025-09-14,Austin,Test,Austin / Denver,13114.26
2025-09-15,Austin,Test,Austin / Denver,11632.35
2025-09-16,Austin,Test,Austin / Denver,11220.09
2025-09-17,Austin,Test,Austin / Denver,11278.95
2025-09-18,Austin,Test,Austin / Denver,11314.57
2025-09-19,Austin,Test,Austin / Denver,10499.11
2025-09-20,Austin,Test,Austin / Denver,12334.27
2025-09-21,Austin,Test,Austin / Denver,12154.17
2025-09-22,Austin,Test,Austin / Denver,10779.39
2025-09-23,Austin,Test,Austin / Denver,11003.69
2025-09-24,Austin,Test,Austin / Denver,11703.42
2025-09-25,Austin,Test,Austin / Denver,11270.72
2025-09-26,Austin,Test,Austin / Denver,10818.77
2025-09-27,Austin,Test,Austin / Denver,12426.41
2025-09-28,Austin,Test,Austin / Denver,12688.18
2025-09-29,Austin,Test,Austin / Denver,11259.51
2025-09-30,Austin,Test,Austin / Denver,10929.34
2025-10-01,Austin,Test,Austin / Denver,10654.73
2025-10-02,Austin,Test,Austin / Denver,11098.34
2025-10-03,Austin,Test,Austin / Denver,10964.61
2025-10-04,Austin,Test,Austin / Denver,12348.27
2025-10-05,Austin,Test,Austin / Denver,12230.48
2025-10-06,Austin,Test,Austin / Denver,11113.88
2025-10-07,Austin,Test,Austin / Denver,10532.74
2025-10-08,Austin,Test,Austin / Denver,11154.87
2025-10-09,Austin,Test,Austin / Denver,10736.84
2025-10-10,Austin,Test,Austin / Denver,11368.12
2025-10-11,Austin,Test,Austin / Denver,11609.86
2025-10-12,Austin,Test,Austin / Denver,12433.17
2025-10-13,Austin,Test,Austin / Denver,10634.59
2025-10-14,Austin,Test,Austin / Denver,10312.29
2025-10-15,Austin,Test,Austin / Denver,10346.14
2025-10-16,Austin,Test,Austin / Denver,10378.84
2025-10-17,Austin,Test,Austin / Denver,10615.14
2025-10-18,Austin,Test,Austin / Denver,11860.67
2025-10-19,Austin,Test,Austin / Denver,11453.16
2025-10-20,Austin,Test,Austin / Denver,10386.99
2025-10-21,Austin,Test,Austin / Denver,11122.17
2025-10-22,Austin,Test,Austin / Denver,10954.18
2025-10-23,Austin,Test,Austin / Denver,10479.73
2025-10-24,Austin,Test,Austin / Denver,10318.12
2025-10-25,Austin,Test,Austin / Denver,11559.97
2025-10-26,Austin,Test,Austin / Denver,11711.16
2025-10-27,Austin,Test,Austin / Denver,9882.27
2025-10-28,Austin,Test,Austin / Denver,10129.35
2025-10-29,Austin,Test,Austin / Denver,9614.97
2025-10-30,Austin,Test,Austin / Denver,10318.62
2025-10-31,Austin,Test,Austin / Denver,10385.71
2025-11-01,Austin,Test,Austin / Denver,11205.76
2025-11-02,Austin,Test,Austin / Denver,11906.85
2025-11-03,Austin,Test,Austin / Denver,9673.42
2025-11-04,Austin,Test,Austin / Denver,9571.8
2025-11-05,Austin,Test,Austin / Denver,10145.2
2025-11-06,Austin,Test,Austin / Denver,10415.87
2025-11-07,Austin,Test,Austin / Denver,10621.93
2025-11-08,Austin,Test,Austin / Denver,11090.56
2025-11-09,Austin,Test,Austin / Denver,11612.76
2025-11-10,Austin,Test,Austin / Denver,9971.25
2025-11-11,Austin,Test,Austin / Denver,9909.28
2025-11-12,Austin,Test,Austin / Denver,10264.42
2025-11-13,Austin,Test,Austin / Denver,10169.35
2025-11-14,Austin,Test,Austin / Denver,9375.69
2025-11-15,Austin,Test,Austin / Denver,11666.08
2025-11-16,Austin,Test,Austin / Denver,11619.68
2025-11-17,Austin,Test,Austin / Denver,9670.55
2025-11-18,Austin,Test,Austin / Denver,10016.39
2025-11-19,Austin,Test,Austin / Denver,10039.63
2025-11-20,Austin,Test,Austin / Denver,9947.32
2025-11-21,Austin,Test,Austin / Denver,9653.37
2025-11-22,Austin,Test,Austin / Denver,10836.32
2025-11-23,Austin,Test,Austin / Denver,11053.38
2025-11-24,Austin,Test,Austin / Denver,10229.24
2025-11-25,Austin,Test,Austin / Denver,10001.05
2025-11-26,Austin,Test,Austin / Denver,9673.62
2025-11-27,Austin,Test,Austin / Denver,12916.51
2025-11-28,Austin,Test,Austin / Denver,13068.06
2025-11-29,Austin,Test,Austin / Denver,11421.31
2025-11-30,Austin,Test,Austin / Denver,10405.08
2025-12-01,Austin,Test,Austin / Denver,9945.99
2025-12-02,Austin,Test,Austin / Denver,9975.4
2025-12-03,Austin,Test,Austin / Denver,10209.14
2025-12-04,Austin,Test,Austin / Denver,11364.13
2025-12-05,Austin,Test,Austin / Denver,11090.29
2025-12-06,Austin,Test,Austin / Denver,12906.97
2025-12-07,Austin,Test,Austin / Denver,13066.56
2025-12-08,Austin,Test,Austin / Denver,12014.24
2025-12-09,Austin,Test,Austin / Denver,11874.03
2025-12-10,Austin,Test,Austin / Denver,11398.56
2025-12-11,Austin,Test,Austin / Denver,12197.34
2025-12-12,Austin,Test,Austin / Denver,11677.46
2025-12-13,Austin,Test,Austin / Denver,12542.68
2025-12-14,Austin,Test,Austin / Denver,12940.45
2025-12-15,Austin,Test,Austin / Denver,12383.95
2025-12-16,Austin,Test,Austin / Denver,12160.24
2025-12-17,Austin,Test,Austin / Denver,11745.21
2025-12-18,Austin,Test,Austin / Denver,11750.17
2025-12-19,Austin,Test,Austin / Denver,11765.59
2025-12-20,Austin,Test,Austin / Denver,13846.38
2025-12-21,Austin,Test,Austin / Denver,13260.14
2025-12-22,Austin,Test,Austin / Denver,12049.51
2025-12-23,Austin,Test,Austin / Denver,12267.73
2025-12-24,Austin,Test,Austin / Denver,14374.43
2025-12-25,Austin,Test,Austin / Denver,13259.5
2025-12-26,Austin,Test,Austin / Denver,11866.34
2025-12-27,Austin,Test,Austin / Denver,13155.5
2025-12-28,Austin,Test,Austin / Denver,13178.61
2025-12-29,Austin,Test,Austin / Denver,12222.97
2025-12-30,Austin,Test,Austin / Denver,11998.73
2025-12-31,Austin,Test,Austin / Denver,13199.81
2025-01-01,Denver,Control,Austin / Denver,7991.05
2025-01-02,Denver,Control,Austin / Denver,7585.82
2025-01-03,Denver,Control,Austin / Denver,6873.5
2025-01-04,Denver,Control,Austin / Denver,9143.73
2025-01-05,Denver,Control,Austin / Denver,8960.01
2025-01-06,Denver,Control,Austin / Denver,7969.33
2025-01-07,Denver,Control,Austin / Denver,6623.2
2025-01-08,Denver,Control,Austin / Denver,8385.24
2025-01-09,Denver,Control,Austin / Denver,7623.43
2025-01-10,Denver,Control,Austin / Denver,8078.69
2025-01-11,Denver,Control,Austin / Denver,8580.95
2025-01-12,Denver,Control,Austin / Denver,9179.03
2025-01-13,Denver,Control,Austin / Denver,7381.05
2025-01-14,Denver,Control,Austin / Denver,7552.15
2025-01-15,Denver,Control,Austin / Denver,8461.65
2025-01-16,Denver,Control,Austin / Denver,7746.8
2025-01-17,Denver,Control,Austin / Denver,7911.97
2025-01-18,Denver,Control,Austin / Denver,9398.24
2025-01-19,Denver,Control,Austin / Denver,9290.58
2025-01-20,Denver,Control,Austin / Denver,7958.62
2025-01-21,Denver,Control,Austin / Denver,8058.1
2025-01-22,Denver,Control,Austin / Denver,8796.46
2025-01-23,Denver,Control,Austin / Denver,7960.49
2025-01-24,Denver,Control,Austin / Denver,8076.93
2025-01-25,Denver,Control,Austin / Denver,9635.65
2025-01-26,Denver,Control,Austin / Denver,9681.71
2025-01-27,Denver,Control,Austin / Denver,8502.57
2025-01-28,Denver,Control,Austin / Denver,8338.46
2025-01-29,Denver,Control,Austin / Denver,7743.12
2025-01-30,Denver,Control,Austin / Denver,8743.59
2025-01-31,Denver,Control,Austin / Denver,7799.83
2025-02-01,Denver,Control,Austin / Denver,9571.59
2025-02-02,Denver,Control,Austin / Denver,9231.72
2025-02-03,Denver,Control,Austin / Denver,8268.74
2025-02-04,Denver,Control,Austin / Denver,8437.15
2025-02-05,Denver,Control,Austin / Denver,8465.87
2025-02-06,Denver,Control,Austin / Denver,8532.79
2025-02-07,Denver,Control,Austin / Denver,8982.03
2025-02-08,Denver,Control,Austin / Denver,9843.48
2025-02-09,Denver,Control,Austin / Denver,9632.18
2025-02-10,Denver,Control,Austin / Denver,8853.34
2025-02-11,Denver,Control,Austin / Denver,8965.86
2025-02-12,Denver,Control,Austin / Denver,8153.88
2025-02-13,Denver,Control,Austin / Denver,8826.99
2025-02-14,Denver,Control,Austin / Denver,9658.01
2025-02-15,Denver,Control,Austin / Denver,9818.48
2025-02-16,Denver,Control,Austin / Denver,10439.49
2025-02-17,Denver,Control,Austin / Denver,8706.15
2025-02-18,Denver,Control,Austin / Denver,8838.61
2025-02-19,Denver,Control,Austin / Denver,8770.37
2025-02-20,Denver,Control,Austin / Denver,8872.98
2025-02-21,Denver,Control,Austin / Denver,8520.7
2025-02-22,Denver,Control,Austin / Denver,9672.52
2025-02-23,Denver,Control,Austin / Denver,10772.03
2025-02-24,Denver,Control,Austin / Denver,8720.18
2025-02-25,Denver,Control,Austin / Denver,8707.54
2025-02-26,Denver,Control,Austin / Denver,8338.99
2025-02-27,Denver,Control,Austin / Denver,8907.41
2025-02-28,Denver,Control,Austin / Denver,8706.57
2025-03-01,Denver,Control,Austin / Denver,11018.16
2025-03-02,Denver,Control,Austin / Denver,10835.9
2025-03-03,Denver,Control,Austin / Denver,9045.8
2025-03-04,Denver,Control,Austin / Denver,10114.39
2025-03-05,Denver,Control,Austin / Denver,9709.2
2025-03-06,Denver,Control,Austin / Denver,9291.6
2025-03-07,Denver,Control,Austin / Denver,8570.36
2025-03-08,Denver,Control,Austin / Denver,11521.99
2025-03-09,Denver,Control,Austin / Denver,10273.94
2025-03-10,Denver,Control,Austin / Denver,8989.66
2025-03-11,Denver,Control,Austin / Denver,9963.81
2025-03-12,Denver,Control,Austin / Denver,10500.3
2025-03-13,Denver,Control,Austin / Denver,10171.44
2025-03-14,Denver,Control,Austin / Denver,9924.95
2025-03-15,Denver,Control,Austin / Denver,11211.46
2025-03-16,Denver,Control,Austin / Denver,11342.77
2025-03-17,Denver,Control,Austin / Denver,10115.52
2025-03-18,Denver,Control,Austin / Denver,9989.18
2025-03-19,Denver,Control,Austin / Denver,9968.13
2025-03-20,Denver,Control,Austin / Denver,9950.67
2025-03-21,Denver,Control,Austin / Denver,9749.61
2025-03-22,Denver,Control,Austin / Denver,11191.19
2025-03-23,Denver,Control,Austin / Denver,10737.81
2025-03-24,Denver,Control,Austin / Denver,10101.82
2025-03-25,Denver,Control,Austin / Denver,9831.1
2025-03-26,Denver,Control,Austin / Denver,9831.67
2025-03-27,Denver,Control,Austin / Denver,10321.67
2025-03-28,Denver,Control,Austin / Denver,10786.62
2025-03-29,Denver,Control,Austin / Denver,11896.47
2025-03-30,Denver,Control,Austin / Denver,11065.94
2025-03-31,Denver,Control,Austin / Denver,10074.72
2025-04-01,Denver,Control,Austin / Denver,10790.72
2025-04-02,Denver,Control,Austin / Denver,10157.84
2025-04-03,Denver,Control,Austin / Denver,10463.22
2025-04-04,Denver,Control,Austin / Denver,10774.36
2025-04-05,Denver,Control,Austin / Denver,11517.79
2025-04-06,Denver,Control,Austin / Denver,11933.3
2025-04-07,Denver,Control,Austin / Denver,10234.06
2025-04-08,Denver,Control,Austin / Denver,10529.86
2025-04-09,Denver,Control,Austin / Denver,10891.46
2025-04-10,Denver,Control,Austin / Denver,10261.0
2025-04-11,Denver,Control,Austin / Denver,11011.52
2025-04-12,Denver,Control,Austin / Denver,12124.08
2025-04-13,Denver,Control,Austin / Denver,12362.7
2025-04-14,Denver,Control,Austin / Denver,11050.85
2025-04-15,Denver,Control,Austin / Denver,11487.84
2025-04-16,Denver,Control,Austin / Denver,11091.88
2025-04-17,Denver,Control,Austin / Denver,10935.17
2025-04-18,Denver,Control,Austin / Denver,11165.4
2025-04-19,Denver,Control,Austin / Denver,12584.62
2025-04-20,Denver,Control,Austin / Denver,12448.15
2025-04-21,Denver,Control,Austin / Denver,11246.55
2025-04-22,Denver,Control,Austin / Denver,11022.63
2025-04-23,Denver,Control,Austin / Denver,11072.0
2025-04-24,Denver,Control,Austin / Denver,10848.46
2025-04-25,Denver,Control,Austin / Denver,11986.76
2025-04-26,Denver,Control,Austin / Denver,12208.75
2025-04-27,Denver,Control,Austin / Denver,12435.94
2025-04-28,Denver,Control,Austin / Denver,11226.01
2025-04-29,Denver,Control,Austin / Denver,11824.32
2025-04-30,Denver,Control,Austin / Denver,11441.13
2025-05-01,Denver,Control,Austin / Denver,12013.97
2025-05-02,Denver,Control,Austin / Denver,11374.05
2025-05-03,Denver,Control,Austin / Denver,12974.54
2025-05-04,Denver,Control,Austin / Denver,12616.23
2025-05-05,Denver,Control,Austin / Denver,12455.72
2025-05-06,Denver,Control,Austin / Denver,11320.15
2025-05-07,Denver,Control,Austin / Denver,11874.73
2025-05-08,Denver,Control,Austin / Denver,12018.16
2025-05-09,Denver,Control,Austin / Denver,11970.77
2025-05-10,Denver,Control,Austin / Denver,13025.26
2025-05-11,Denver,Control,Austin / Denver,13073.39
2025-05-12,Denver,Control,Austin / Denver,11927.43
2025-05-13,Denver,Control,Austin / Denver,11888.44
2025-05-14,Denver,Control,Austin / Denver,12304.58
2025-05-15,Denver,Control,Austin / Denver,12767.76
2025-05-16,Denver,Control,Austin / Denver,11825.33
2025-05-17,Denver,Control,Austin / Denver,12801.91
2025-05-18,Denver,Control,Austin / Denver,13275.84
2025-05-19,Denver,Control,Austin / Denver,12999.53
2025-05-20,Denver,Control,Austin / Denver,11839.74
2025-05-21,Denver,Control,Austin / Denver,12718.6
2025-05-22,Denver,Control,Austin / Denver,12755.48
2025-05-23,Denver,Control,Austin / Denver,11997.38
2025-05-24,Denver,Control,Austin / Denver,13647.61
2025-05-25,Denver,Control,Austin / Denver,14040.2
2025-05-26,Denver,Control,Austin / Denver,13073.83
2025-05-27,Denver,Control,Austin / Denver,12206.0
2025-05-28,Denver,Control,Austin / Denver,12093.85
2025-05-29,Denver,Control,Austin / Denver,11961.92
2025-05-30,Denver,Control,Austin / Denver,12108.93
2025-05-31,Denver,Control,Austin / Denver,13161.33
2025-06-01,Denver,Control,Austin / Denver,13619.62
2025-06-02,Denver,Control,Austin / Denver,12120.62
2025-06-03,Denver,Control,Austin / Denver,12488.79
2025-06-04,Denver,Control,Austin / Denver,11878.7
2025-06-05,Denver,Control,Austin / Denver,12554.79
2025-06-06,Denver,Control,Austin / Denver,12745.86
2025-06-07,Denver,Control,Austin / Denver,13005.89
2025-06-08,Denver,Control,Austin / Denver,13848.62
2025-06-09,Denver,Control,Austin / Denver,12925.8
2025-06-10,Denver,Control,Austin / Denver,12085.57
2025-06-11,Denver,Control,Austin / Denver,13106.6
2025-06-12,Denver,Control,Austin / Denver,12679.52
2025-06-13,Denver,Control,Austin / Denver,12297.19
2025-06-14,Denver,Control,Austin / Denver,13769.92
2025-06-15,Denver,Control,Austin / Denver,13994.75
